filename,label
HICO_test2015_00009749.jpg,toilet_open
HICO_test2015_00009746.jpg,toilet_open
HICO_test2015_00009747.jpg,toilet_open
HICO_train2015_00038145.jpg,toilet_open
HICO_train2015_00038144.jpg,toilet_open
HICO_train2015_00038143.jpg,toilet_open
HICO_test2015_00009750.jpg,toilet_open
HICO_test2015_00009748.jpg,toilet_open
HICO_train2015_00019832.jpg,snowboard_adjust
HICO_test2015_00007493.jpg,snowboard_adjust
HICO_train2015_00025234.jpg,snowboard_adjust
HICO_train2015_00005247.jpg,snowboard_adjust
HICO_test2015_00007771.jpg,snowboard_adjust
HICO_test2015_00003898.jpg,snowboard_adjust
HICO_test2015_00007991.jpg,snowboard_adjust
HICO_train2015_00024744.jpg,snowboard_adjust
HICO_train2015_00022735.jpg,snowboard_adjust
HICO_test2015_00001788.jpg,snowboard_adjust
HICO_train2015_00015095.jpg,elephant_hop_on
HICO_train2015_00002603.jpg,elephant_hop_on
HICO_train2015_00006207.jpg,elephant_hop_on
HICO_train2015_00025693.jpg,elephant_hop_on
HICO_train2015_00011846.jpg,elephant_hop_on
HICO_train2015_00012444.jpg,elephant_hop_on
HICO_train2015_00025381.jpg,elephant_hop_on
HICO_train2015_00019962.jpg,elephant_hop_on
HICO_train2015_00026008.jpg,truck_inspect
HICO_test2015_00009624.jpg,truck_inspect
HICO_train2015_00025833.jpg,truck_inspect
HICO_train2015_00038051.jpg,truck_inspect
HICO_train2015_00002099.jpg,truck_inspect
HICO_test2015_00005171.jpg,truck_inspect
HICO_train2015_00038047.jpg,truck_inspect
HICO_train2015_00024816.jpg,truck_inspect
HICO_test2015_00008867.jpg,truck_inspect
HICO_train2015_00028828.jpg,truck_inspect
HICO_test2015_00009617.jpg,truck_inspect
HICO_train2015_00010527.jpg,truck_inspect
HICO_train2015_00038057.jpg,truck_inspect
HICO_test2015_00000267.jpg,truck_inspect
HICO_test2015_00001952.jpg,truck_inspect
HICO_train2015_00038064.jpg,truck_inspect
HICO_train2015_00034345.jpg,truck_inspect
HICO_train2015_00033279.jpg,truck_inspect
HICO_train2015_00010562.jpg,truck_inspect
HICO_test2015_00007416.jpg,truck_inspect
HICO_train2015_00001994.jpg,truck_inspect
HICO_train2015_00013704.jpg,truck_inspect
HICO_train2015_00038055.jpg,truck_inspect
HICO_train2015_00038067.jpg,truck_inspect
HICO_train2015_00010415.jpg,truck_inspect
HICO_train2015_00018553.jpg,truck_inspect
HICO_test2015_00004074.jpg,truck_inspect
HICO_train2015_00006703.jpg,truck_inspect
HICO_train2015_00038050.jpg,truck_inspect
HICO_train2015_00010919.jpg,truck_inspect
HICO_train2015_00030026.jpg,truck_inspect
