filename,label
n03995372_3633.JPEG,power_drill_drill
n03995372_2717.JPEG,power_drill_drill
n03995372_8848.JPEG,power_drill_drill
n03995372_9033.JPEG,power_drill_drill
n03995372_9221.JPEG,power_drill_drill
n03995372_10879.JPEG,power_drill_drill
n03995372_10202.JPEG,power_drill_drill
n03995372_4802.JPEG,power_drill_drill
n03995372_5978.JPEG,power_drill_drill
ILSVRC2012_val_00010951.JPEG,power_drill_drill
n03995372_7185.JPEG,power_drill_drill
n03995372_6359.JPEG,power_drill_drill
n03995372_3638.JPEG,power_drill_drill
ILSVRC2012_val_00038768.JPEG,golf_ball_play
ILSVRC2012_val_00031954.JPEG,golf_ball_play
ILSVRC2012_val_00038005.JPEG,golf_ball_play
ILSVRC2012_val_00020781.JPEG,golf_ball_play
ILSVRC2012_val_00007947.JPEG,golf_ball_play
ILSVRC2012_val_00026194.JPEG,golf_ball_play
n04273569_3301.JPEG,watercraft_sail_on
ILSVRC2012_val_00045821.JPEG,watercraft_sail_on
n04612504_3770.JPEG,watercraft_sail_on
n02951358_34083.JPEG,watercraft_sail_on
ILSVRC2012_val_00021647.JPEG,watercraft_sail_on
n04612504_36489.JPEG,watercraft_sail_on
n03662601_27165.JPEG,watercraft_sail_on
ILSVRC2012_val_00024906.JPEG,watercraft_sail_on
n02951358_4531.JPEG,watercraft_sail_on
ILSVRC2012_val_00039954.JPEG,watercraft_sail_on
n03447447_13470.JPEG,watercraft_sail_on
n02981792_17619.JPEG,watercraft_sail_on
n04273569_21666.JPEG,watercraft_sail_on
ILSVRC2012_val_00047549.JPEG,watercraft_sail_on
n02951358_2813.JPEG,watercraft_sail_on
ILSVRC2012_val_00021244.JPEG,watercraft_sail_on
n04612504_10876.JPEG,watercraft_sail_on
ILSVRC2012_val_00034363.JPEG,watercraft_sail_on
n04273569_8690.JPEG,watercraft_sail_on
n02981792_17721.JPEG,watercraft_sail_on
n04273569_1372.JPEG,watercraft_sail_on
n02981792_8754.JPEG,watercraft_sail_on
n04612504_15427.JPEG,watercraft_sail_on
ILSVRC2012_val_00023856.JPEG,watercraft_sail_on
ILSVRC2012_val_00040734.JPEG,watercraft_sail_on
ILSVRC2012_val_00023574.JPEG,watercraft_sail_on
n03662601_8067.JPEG,watercraft_sail_on
n02951358_12254.JPEG,watercraft_sail_on
ILSVRC2012_val_00007911.JPEG,watercraft_sail_on
ILSVRC2012_val_00036172.JPEG,watercraft_sail_on
n02981792_3743.JPEG,watercraft_sail_on
n04612504_14532.JPEG,watercraft_sail_on
n03447447_4265.JPEG,watercraft_sail_on
n02981792_9240.JPEG,watercraft_sail_on
ILSVRC2012_val_00019947.JPEG,watercraft_sail_on
ILSVRC2012_val_00031369.JPEG,watercraft_sail_on
ILSVRC2012_val_00032860.JPEG,watercraft_sail_on
n03662601_22108.JPEG,watercraft_sail_on
n02981792_10265.JPEG,watercraft_sail_on
ILSVRC2012_val_00016640.JPEG,watercraft_sail_on
n02951358_30289.JPEG,watercraft_sail_on
n04273569_13711.JPEG,watercraft_sail_on
n04612504_5057.JPEG,watercraft_sail_on
ILSVRC2012_val_00023545.JPEG,watercraft_sail_on
n03662601_25810.JPEG,watercraft_sail_on
ILSVRC2012_val_00015044.JPEG,watercraft_sail_on
n02951358_33662.JPEG,watercraft_sail_on
n04273569_3770.JPEG,watercraft_sail_on
n02951358_32375.JPEG,watercraft_sail_on
n04273569_14634.JPEG,watercraft_sail_on
n02981792_5340.JPEG,watercraft_sail_on
ILSVRC2012_val_00014351.JPEG,watercraft_sail_on
ILSVRC2012_val_00007731.JPEG,watercraft_sail_on
